NPD_ID,Noise Metric,Op Mode,Power Setting,Engine Type,Wight class,Number Of Engines,Landing Distance,MTOW(Ibs),L_10000ft
RDA532,SEL,D,73,Turboprop,Large,2,3360,46500,69.5
RDA532,SEL,D,100,Turboprop,Large,2,3360,46500,72.8
RDA532,EPNL,D,100,Turboprop,Large,2,3360,46500,74.2
ATR72,LAmax,A,890,Turboprop,Large,2,3360,50710,40
ATR72,LAmax,A,900,Turboprop,Large,2,3360,50710,40
ATR72,LAmax,A,1250,Turboprop,Large,2,3360,50710,40
ATR72,LAmax,A,1600,Turboprop,Large,2,3360,50710,40.8
ATR72,LAmax,D,3000,Turboprop,Large,2,3360,50710,44.1
ATR72,LAmax,D,3600,Turboprop,Large,2,3360,50710,45.5
ATR72,LAmax,D,4200,Turboprop,Large,2,3360,50710,47.1
ATR72,PNLTM,A,890,Turboprop,Large,2,3360,50710,48.2
ATR72,PNLTM,A,900,Turboprop,Large,2,3360,50710,48.2
ATR72,PNLTM,A,1250,Turboprop,Large,2,3360,50710,48.4
ATR72,LAmax,D,4800,Turboprop,Large,2,3360,50710,48.8
ATR72,PNLTM,A,1600,Turboprop,Large,2,3360,50710,49.7
ATR72,EPNL,A,890,Turboprop,Large,2,3360,50710,54.6
ATR72,EPNL,A,900,Turboprop,Large,2,3360,50710,54.6
ATR72,EPNL,A,1250,Turboprop,Large,2,3360,50710,54.7
ATR72,PNLTM,D,3000,Turboprop,Large,2,3360,50710,54.8
ATR72,LAmax,D,4900,Turboprop,Large,2,3360,50710,55.3
ATR72,EPNL,A,1600,Turboprop,Large,2,3360,50710,55.8
ATR72,PNLTM,D,3600,Turboprop,Large,2,3360,50710,57
ATR72,LAmax,D,5300,Turboprop,Large,2,3360,50710,57
ATR72,LAmax,D,5310,Turboprop,Large,2,3360,50710,57
ATR72,SEL,A,1250,Turboprop,Large,2,3360,50710,57.6
ATR72,SEL,A,890,Turboprop,Large,2,3360,50710,57.7
ATR72,SEL,A,900,Turboprop,Large,2,3360,50710,57.7
ATR72,SEL,A,1600,Turboprop,Large,2,3360,50710,58.1
ATR72,PNLTM,D,4200,Turboprop,Large,2,3360,50710,58.7
ATR72,EPNL,D,3000,Turboprop,Large,2,3360,50710,58.9
ATR72,PNLTM,D,4800,Turboprop,Large,2,3360,50710,59.7
ATR72,SEL,D,3000,Turboprop,Large,2,3360,50710,60
ATR72,EPNL,D,3600,Turboprop,Large,2,3360,50710,61
ATR72,SEL,D,3600,Turboprop,Large,2,3360,50710,61.6
ATR72,EPNL,D,4200,Turboprop,Large,2,3360,50710,62.7
ATR72,SEL,D,4200,Turboprop,Large,2,3360,50710,63
ATR72,EPNL,D,4800,Turboprop,Large,2,3360,50710,64
ATR72,SEL,D,4800,Turboprop,Large,2,3360,50710,64.4
ATR72,SEL,D,4900,Turboprop,Large,2,3360,50710,69.3
ATR72,PNLTM,D,4900,Turboprop,Large,2,3360,50710,69.8
ATR72,SEL,D,5300,Turboprop,Large,2,3360,50710,70.6
ATR72,SEL,D,5310,Turboprop,Large,2,3360,50710,70.6
ATR72,PNLTM,D,5300,Turboprop,Large,2,3360,50710,71.7
ATR72,PNLTM,D,5310,Turboprop,Large,2,3360,50710,71.7
ATR72,EPNL,D,4900,Turboprop,Large,2,3360,50710,73.1
ATR72,EPNL,D,5300,Turboprop,Large,2,3360,50710,74.4
ATR72,EPNL,D,5310,Turboprop,Large,2,3360,50710,74.4
501D13,LAmax,A,30,Turboprop,Large,2,4256,58000,44
501D13,LAmax,D,30,Turboprop,Large,2,4256,58000,44
501D13,PNLTM,A,30,Turboprop,Large,2,4256,58000,52.5
501D13,PNLTM,D,30,Turboprop,Large,2,4256,58000,52.5
501D13,LAmax,A,100,Turboprop,Large,2,4256,58000,57
501D13,LAmax,D,100,Turboprop,Large,2,4256,58000,57
501D13,SEL,A,30,Turboprop,Large,2,4256,58000,58.8
501D13,SEL,D,30,Turboprop,Large,2,4256,58000,58.8
501D13,EPNL,A,30,Turboprop,Large,2,4256,58000,60.7
501D13,EPNL,D,30,Turboprop,Large,2,4256,58000,60.7
501D13,PNLTM,A,100,Turboprop,Large,2,4256,58000,65.4
501D13,PNLTM,D,100,Turboprop,Large,2,4256,58000,65.4
501D13,SEL,A,100,Turboprop,Large,2,4256,58000,69.9
501D13,SEL,D,100,Turboprop,Large,2,4256,58000,69.9
501D13,EPNL,A,100,Turboprop,Large,2,4256,58000,73.6
501D13,EPNL,D,100,Turboprop,Large,2,4256,58000,73.6
SPEYHK,LAmax,A,1000,Jet,Large,2,3200,64800,45
SPEYHK,LAmax,D,1000,Jet,Large,2,3200,64800,45
SPEYHK,LAmax,A,2000,Jet,Large,2,3200,64800,49.1
SPEYHK,LAmax,D,2000,Jet,Large,2,3200,64800,49.1
SPEYHK,EPNL,A,1000,Jet,Large,2,3200,64800,56.5
SPEYHK,EPNL,D,1000,Jet,Large,2,3200,64800,56.5
SPEYHK,SEL,A,1000,Jet,Large,2,3200,64800,56.9
SPEYHK,SEL,D,1000,Jet,Large,2,3200,64800,56.9
SPEYHK,PNLTM,A,1000,Jet,Large,2,3200,64800,57.1
SPEYHK,PNLTM,D,1000,Jet,Large,2,3200,64800,57.1
SPEYHK,LAmax,A,4000,Jet,Large,2,3200,64800,57.3
SPEYHK,LAmax,D,4000,Jet,Large,2,3200,64800,57.3
SPEYHK,SEL,A,2000,Jet,Large,2,3200,64800,61
SPEYHK,SEL,D,2000,Jet,Large,2,3200,64800,61
SPEYHK,EPNL,A,2000,Jet,Large,2,3200,64800,61.6
SPEYHK,EPNL,D,2000,Jet,Large,2,3200,64800,61.6
SPEYHK,PNLTM,A,2000,Jet,Large,2,3200,64800,62.3
SPEYHK,PNLTM,D,2000,Jet,Large,2,3200,64800,62.3
SPEYHK,LAmax,A,6000,Jet,Large,2,3200,64800,67.2
SPEYHK,LAmax,D,6000,Jet,Large,2,3200,64800,67.2
SPEYHK,SEL,A,4000,Jet,Large,2,3200,64800,69.2
SPEYHK,SEL,D,4000,Jet,Large,2,3200,64800,69.2
SPEYHK,PNLTM,A,4000,Jet,Large,2,3200,64800,71.3
SPEYHK,PNLTM,D,4000,Jet,Large,2,3200,64800,71.3
SPEYHK,EPNL,A,4000,Jet,Large,2,3200,64800,71.8
SPEYHK,EPNL,D,4000,Jet,Large,2,3200,64800,71.8
SPEYHK,LAmax,A,8000,Jet,Large,2,3200,64800,72
SPEYHK,LAmax,D,8000,Jet,Large,2,3200,64800,72
SPEYHK,EPNL,A,6000,Jet,Large,2,3200,64800,77.8
SPEYHK,EPNL,D,6000,Jet,Large,2,3200,64800,77.8
SPEYHK,LAmax,A,10000,Jet,Large,2,3200,64800,77.9
SPEYHK,LAmax,D,10000,Jet,Large,2,3200,64800,77.9
SPEYHK,PNLTM,A,6000,Jet,Large,2,3200,64800,78.2
SPEYHK,PNLTM,D,6000,Jet,Large,2,3200,64800,78.2
SPEYHK,SEL,A,6000,Jet,Large,2,3200,64800,79.3
SPEYHK,SEL,D,6000,Jet,Large,2,3200,64800,79.3
SPEYHK,PNLTM,A,8000,Jet,Large,2,3200,64800,82.9
SPEYHK,PNLTM,D,8000,Jet,Large,2,3200,64800,82.9
SPEYHK,EPNL,A,8000,Jet,Large,2,3200,64800,84.8
SPEYHK,EPNL,D,8000,Jet,Large,2,3200,64800,84.8
SPEYHK,SEL,A,8000,Jet,Large,2,3200,64800,84.8
SPEYHK,SEL,D,8000,Jet,Large,2,3200,64800,84.8
SPEYHK,PNLTM,A,10000,Jet,Large,2,3200,64800,85.6
SPEYHK,PNLTM,D,10000,Jet,Large,2,3200,64800,85.6
SPEYHK,EPNL,A,10000,Jet,Large,2,3200,64800,91.4
SPEYHK,EPNL,D,10000,Jet,Large,2,3200,64800,91.4
SPEYHK,SEL,A,10000,Jet,Large,2,3200,64800,91.4
SPEYHK,SEL,D,10000,Jet,Large,2,3200,64800,91.4
RB183,LAmax,A,1798,Jet,Large,2,3540,65000,47.4
RB183,LAmax,A,2698,Jet,Large,2,3540,65000,50.6
RB183,LAmax,A,3147,Jet,Large,2,3540,65000,52.2
RB183,LAmax,A,3597,Jet,Large,2,3540,65000,53.8
RB183,PNLTM,A,1798,Jet,Large,2,3540,65000,54.9
RB183,LAmax,A,4496,Jet,Large,2,3540,65000,57
RB183,PNLTM,A,2698,Jet,Large,2,3540,65000,58.2
RB183,LAmax,D,4496,Jet,Large,2,3540,65000,58.5
RB183,PNLTM,A,3147,Jet,Large,2,3540,65000,59.9
RB183,PNLTM,A,3597,Jet,Large,2,3540,65000,61.6
RB183,SEL,A,1798,Jet,Large,2,3540,65000,62.3
RB183,EPNL,A,1798,Jet,Large,2,3540,65000,63.1
RB183,PNLTM,A,4496,Jet,Large,2,3540,65000,65
RB183,SEL,A,2698,Jet,Large,2,3540,65000,65.5
RB183,EPNL,A,2698,Jet,Large,2,3540,65000,66.4
RB183,SEL,A,3147,Jet,Large,2,3540,65000,67.1
RB183,PNLTM,D,4496,Jet,Large,2,3540,65000,67.5
RB183,EPNL,A,3147,Jet,Large,2,3540,65000,68.1
RB183,SEL,A,3597,Jet,Large,2,3540,65000,68.7
RB183,EPNL,A,3597,Jet,Large,2,3540,65000,69.8
RB183,SEL,A,4496,Jet,Large,2,3540,65000,71.9
RB183,EPNL,A,4496,Jet,Large,2,3540,65000,73.2
RB183,SEL,D,4496,Jet,Large,2,3540,65000,73.4
RB183,EPNL,D,4496,Jet,Large,2,3540,65000,75.7
RB183,LAmax,D,10116,Jet,Large,2,3540,65000,76.9
RB183,PNLTM,D,10116,Jet,Large,2,3540,65000,85.8
RB183,SEL,D,10116,Jet,Large,2,3540,65000,91.8
RB183,EPNL,D,10116,Jet,Large,2,3540,65000,94
RB183P,LAmax,A,1798,Jet,Large,2,3546,73000,46.5
RB183P,LAmax,A,2698,Jet,Large,2,3546,73000,49.3
RB183P,LAmax,A,3147,Jet,Large,2,3546,73000,50.8
RB183P,LAmax,A,3597,Jet,Large,2,3546,73000,52.2
RB183P,PNLTM,A,1798,Jet,Large,2,3546,73000,54.5
RB183P,LAmax,A,4496,Jet,Large,2,3546,73000,55.1
RB183P,LAmax,D,4496,Jet,Large,2,3546,73000,56.3
RB183P,PNLTM,A,2698,Jet,Large,2,3546,73000,57.4
RB183P,PNLTM,A,3147,Jet,Large,2,3546,73000,58.9
RB183P,PNLTM,A,3597,Jet,Large,2,3546,73000,60.3
RB183P,SEL,A,1798,Jet,Large,2,3546,73000,61.4
RB183P,EPNL,A,1798,Jet,Large,2,3546,73000,62.7
RB183P,PNLTM,A,4496,Jet,Large,2,3546,73000,63.3
RB183P,SEL,A,2698,Jet,Large,2,3546,73000,64.2
RB183P,PNLTM,D,4496,Jet,Large,2,3546,73000,64.8
RB183P,EPNL,A,2698,Jet,Large,2,3546,73000,65.6
RB183P,SEL,A,3147,Jet,Large,2,3546,73000,65.7
RB183P,EPNL,A,3147,Jet,Large,2,3546,73000,67.1
RB183P,SEL,A,3597,Jet,Large,2,3546,73000,67.1
RB183P,EPNL,A,3597,Jet,Large,2,3546,73000,68.5
RB183P,SEL,A,4496,Jet,Large,2,3546,73000,70
RB183P,SEL,D,4496,Jet,Large,2,3546,73000,71.2
RB183P,LAmax,D,10116,Jet,Large,2,3546,73000,71.4
RB183P,EPNL,A,4496,Jet,Large,2,3546,73000,71.5
RB183P,EPNL,D,4496,Jet,Large,2,3546,73000,73
RB183P,PNLTM,D,10116,Jet,Large,2,3546,73000,80.1
RB183P,SEL,D,10116,Jet,Large,2,3546,73000,86.3
RB183P,EPNL,D,10116,Jet,Large,2,3546,73000,88.3
TAYGIV,LAmax,A,2000,Jet,Large,2,3190,74600,44.5
TAYGIV,LAmax,D,2000,Jet,Large,2,3190,74600,44.5
TAYGIV,LAmax,A,3000,Jet,Large,2,3190,74600,45.7
TAYGIV,LAmax,D,3000,Jet,Large,2,3190,74600,45.7
TAYGIV,LAmax,A,4000,Jet,Large,2,3190,74600,47
TAYGIV,LAmax,D,4000,Jet,Large,2,3190,74600,47
TAYGIV,LAmax,A,6000,Jet,Large,2,3190,74600,50
TAYGIV,LAmax,D,6000,Jet,Large,2,3190,74600,50
TAYGIV,LAmax,A,8000,Jet,Large,2,3190,74600,53.6
TAYGIV,LAmax,D,8000,Jet,Large,2,3190,74600,53.6
TAYGIV,SEL,A,2000,Jet,Large,2,3190,74600,57.4
TAYGIV,SEL,D,2000,Jet,Large,2,3190,74600,57.4
TAYGIV,LAmax,A,10000,Jet,Large,2,3190,74600,57.6
TAYGIV,LAmax,D,10000,Jet,Large,2,3190,74600,57.6
TAYGIV,SEL,A,3000,Jet,Large,2,3190,74600,58.2
TAYGIV,SEL,D,3000,Jet,Large,2,3190,74600,58.2
TAYGIV,PNLTM,A,2000,Jet,Large,2,3190,74600,58.9
TAYGIV,PNLTM,D,2000,Jet,Large,2,3190,74600,58.9
TAYGIV,PNLTM,A,3000,Jet,Large,2,3190,74600,59
TAYGIV,PNLTM,D,3000,Jet,Large,2,3190,74600,59
TAYGIV,SEL,A,4000,Jet,Large,2,3190,74600,59.1
TAYGIV,SEL,D,4000,Jet,Large,2,3190,74600,59.1
TAYGIV,PNLTM,A,4000,Jet,Large,2,3190,74600,59.8
TAYGIV,PNLTM,D,4000,Jet,Large,2,3190,74600,59.8
TAYGIV,LAmax,D,11000,Jet,Large,2,3190,74600,60
TAYGIV,LAmax,D,11200,Jet,Large,2,3190,74600,60.5
TAYGIV,SEL,A,6000,Jet,Large,2,3190,74600,61.4
TAYGIV,SEL,D,6000,Jet,Large,2,3190,74600,61.4
TAYGIV,EPNL,A,2000,Jet,Large,2,3190,74600,61.7
TAYGIV,EPNL,D,2000,Jet,Large,2,3190,74600,61.7
TAYGIV,EPNL,A,3000,Jet,Large,2,3190,74600,61.8
TAYGIV,EPNL,D,3000,Jet,Large,2,3190,74600,61.8
TAYGIV,PNLTM,A,6000,Jet,Large,2,3190,74600,62
TAYGIV,PNLTM,D,6000,Jet,Large,2,3190,74600,62
TAYGIV,EPNL,A,4000,Jet,Large,2,3190,74600,62.1
TAYGIV,EPNL,D,4000,Jet,Large,2,3190,74600,62.1
TAYGIV,EPNL,A,6000,Jet,Large,2,3190,74600,63.6
TAYGIV,EPNL,D,6000,Jet,Large,2,3190,74600,63.6
TAYGIV,SEL,A,8000,Jet,Large,2,3190,74600,64.3
TAYGIV,SEL,D,8000,Jet,Large,2,3190,74600,64.3
TAYGIV,PNLTM,A,8000,Jet,Large,2,3190,74600,65
TAYGIV,PNLTM,D,8000,Jet,Large,2,3190,74600,65
TAYGIV,EPNL,A,8000,Jet,Large,2,3190,74600,66.3
TAYGIV,EPNL,D,8000,Jet,Large,2,3190,74600,66.3
TAYGIV,SEL,A,10000,Jet,Large,2,3190,74600,67.9
TAYGIV,SEL,D,10000,Jet,Large,2,3190,74600,67.9
TAYGIV,PNLTM,A,10000,Jet,Large,2,3190,74600,69.2
TAYGIV,PNLTM,D,10000,Jet,Large,2,3190,74600,69.2
TAYGIV,EPNL,A,10000,Jet,Large,2,3190,74600,70
TAYGIV,EPNL,D,10000,Jet,Large,2,3190,74600,70
TAYGIV,SEL,D,11000,Jet,Large,2,3190,74600,70
TAYGIV,SEL,D,11200,Jet,Large,2,3190,74600,70.5
TAYGIV,PNLTM,D,11000,Jet,Large,2,3190,74600,71.5
TAYGIV,PNLTM,D,11200,Jet,Large,2,3190,74600,72
TAYGIV,EPNL,D,11000,Jet,Large,2,3190,74600,72.5
TAYGIV,EPNL,D,11200,Jet,Large,2,3190,74600,73
CF348E,LAmax,A,3000,Jet,Large,2,4029,82012,44
CF348E,LAmax,A,4000,Jet,Large,2,4029,82012,45.5
CF348E,LAmax,D,7000,Jet,Large,2,4029,82012,49.5
CF348E,PNLTM,A,3000,Jet,Large,2,4029,82012,51.5
CF348E,PNLTM,A,4000,Jet,Large,2,4029,82012,53.3
CF348E,LAmax,D,9000,Jet,Large,2,4029,82012,53.7
CF348E,LAmax,D,11000,Jet,Large,2,4029,82012,57.2
CF348E,PNLTM,D,7000,Jet,Large,2,4029,82012,57.9
CF348E,EPNL,A,3000,Jet,Large,2,4029,82012,58.7
CF348E,EPNL,A,4000,Jet,Large,2,4029,82012,60.7
CF348E,SEL,A,3000,Jet,Large,2,4029,82012,61.6
CF348E,PNLTM,D,9000,Jet,Large,2,4029,82012,62.8
CF348E,SEL,A,4000,Jet,Large,2,4029,82012,63.3
CF348E,EPNL,D,7000,Jet,Large,2,4029,82012,64.5
CF348E,SEL,D,7000,Jet,Large,2,4029,82012,66.4
CF348E,PNLTM,D,11000,Jet,Large,2,4029,82012,67.4
CF348E,EPNL,D,9000,Jet,Large,2,4029,82012,69.7
CF348E,SEL,D,9000,Jet,Large,2,4029,82012,70.9
CF348E,EPNL,D,11000,Jet,Large,2,4029,82012,74.4
CF348E,SEL,D,11000,Jet,Large,2,4029,82012,74.6
CF348C5,LAmax,A,2500,Jet,Large,2,5779,82500,44.1
CF348C5,LAmax,A,7250,Jet,Large,2,5779,82500,45.5
CF348C5,LAmax,D,7250,Jet,Large,2,5779,82500,48.8
CF348C5,PNLTM,A,2500,Jet,Large,2,5779,82500,53.8
CF348C5,PNLTM,A,7250,Jet,Large,2,5779,82500,55.8
CF348C5,LAmax,D,16250,Jet,Large,2,5779,82500,58.3
CF348C5,PNLTM,D,7250,Jet,Large,2,5779,82500,59.2
CF348C5,EPNL,A,2500,Jet,Large,2,5779,82500,61.3
CF348C5,SEL,A,2500,Jet,Large,2,5779,82500,61.5
CF348C5,SEL,A,7250,Jet,Large,2,5779,82500,63.2
CF348C5,EPNL,A,7250,Jet,Large,2,5779,82500,63.7
CF348C5,SEL,D,7250,Jet,Large,2,5779,82500,64.7
CF348C5,EPNL,D,7250,Jet,Large,2,5779,82500,65
CF348C5,PNLTM,D,16250,Jet,Large,2,5779,82500,68.7
CF348C5,SEL,D,16250,Jet,Large,2,5779,82500,74
CF348C5,EPNL,D,16250,Jet,Large,2,5779,82500,74.7
2JT8D,LAmax,A,3000,Jet,Large,2,4449,89600,51
2JT8D,LAmax,A,6000,Jet,Large,2,4449,89600,55.1
2JT8D,PNLTM,A,3000,Jet,Large,2,4449,89600,58.2
2JT8D,LAmax,D,8000,Jet,Large,2,4449,89600,59.9
2JT8D,PNLTM,A,6000,Jet,Large,2,4449,89600,62.8
2JT8D,LAmax,D,10000,Jet,Large,2,4449,89600,64.9
2JT8D,SEL,A,3000,Jet,Large,2,4449,89600,65.4
2JT8D,EPNL,A,3000,Jet,Large,2,4449,89600,66.4
2JT8D,PNLTM,D,8000,Jet,Large,2,4449,89600,66.5
2JT8D,LAmax,D,12000,Jet,Large,2,4449,89600,70.1
2JT8D,SEL,A,6000,Jet,Large,2,4449,89600,70.7
2JT8D,EPNL,A,6000,Jet,Large,2,4449,89600,71
2JT8D,PNLTM,D,10000,Jet,Large,2,4449,89600,72.1
2JT8D,EPNL,D,8000,Jet,Large,2,4449,89600,74.7
2JT8D,SEL,D,8000,Jet,Large,2,4449,89600,75.1
2JT8D,LAmax,D,14000,Jet,Large,2,4449,89600,75.8
2JT8D,PNLTM,D,12000,Jet,Large,2,4449,89600,78.3
2JT8D,SEL,D,10000,Jet,Large,2,4449,89600,79.8
2JT8D,EPNL,D,10000,Jet,Large,2,4449,89600,80.3
2JT8D,PNLTM,D,14000,Jet,Large,2,4449,89600,84.7
2JT8D,SEL,D,12000,Jet,Large,2,4449,89600,85
2JT8D,EPNL,D,12000,Jet,Large,2,4449,89600,86.5
2JT8D,SEL,D,14000,Jet,Large,2,4449,89600,90.3
2JT8D,EPNL,D,14000,Jet,Large,2,4449,89600,92.9
BR710,LAmax,A,1830,Jet,Large,2,2760,90500,41.1
BR710,LAmax,A,2000,Jet,Large,2,2760,90500,41.2
BR710,LAmax,A,3000,Jet,Large,2,2760,90500,41.7
BR710,LAmax,D,4000,Jet,Large,2,2760,90500,41.8
BR710,LAmax,A,4000,Jet,Large,2,2760,90500,42.8
BR710,LAmax,A,5000,Jet,Large,2,2760,90500,44
BR710,LAmax,D,5000,Jet,Large,2,2760,90500,44
BR710,LAmax,A,6000,Jet,Large,2,2760,90500,46
BR710,LAmax,D,6000,Jet,Large,2,2760,90500,46
BR710,LAmax,A,7000,Jet,Large,2,2760,90500,47.9
BR710,LAmax,D,7000,Jet,Large,2,2760,90500,47.9
BR710,PNLTM,A,1830,Jet,Large,2,2760,90500,48.5
BR710,PNLTM,A,2000,Jet,Large,2,2760,90500,48.5
BR710,PNLTM,A,3000,Jet,Large,2,2760,90500,49.2
BR710,PNLTM,D,4000,Jet,Large,2,2760,90500,49.8
BR710,LAmax,A,8000,Jet,Large,2,2760,90500,49.8
BR710,LAmax,D,8000,Jet,Large,2,2760,90500,49.8
BR710,PNLTM,A,4000,Jet,Large,2,2760,90500,50.6
BR710,LAmax,A,9000,Jet,Large,2,2760,90500,51.5
BR710,LAmax,D,9000,Jet,Large,2,2760,90500,51.5
BR710,PNLTM,A,5000,Jet,Large,2,2760,90500,52
BR710,PNLTM,D,5000,Jet,Large,2,2760,90500,52
BR710,LAmax,A,10000,Jet,Large,2,2760,90500,53.2
BR710,LAmax,D,10000,Jet,Large,2,2760,90500,53.2
BR710,PNLTM,A,6000,Jet,Large,2,2760,90500,54.1
BR710,PNLTM,D,6000,Jet,Large,2,2760,90500,54.1
BR710,LAmax,A,11000,Jet,Large,2,2760,90500,54.7
BR710,LAmax,D,11000,Jet,Large,2,2760,90500,54.7
BR710,EPNL,A,1830,Jet,Large,2,2760,90500,55.2
BR710,EPNL,A,2000,Jet,Large,2,2760,90500,55.3
BR710,EPNL,A,3000,Jet,Large,2,2760,90500,56.1
BR710,LAmax,A,12000,Jet,Large,2,2760,90500,56.1
BR710,LAmax,D,12000,Jet,Large,2,2760,90500,56.1
BR710,EPNL,D,4000,Jet,Large,2,2760,90500,56.2
BR710,PNLTM,A,7000,Jet,Large,2,2760,90500,56.2
BR710,PNLTM,D,7000,Jet,Large,2,2760,90500,56.2
BR710,LAmax,A,12900,Jet,Large,2,2760,90500,57.3
BR710,LAmax,D,12900,Jet,Large,2,2760,90500,57.3
BR710,EPNL,A,4000,Jet,Large,2,2760,90500,57.5
BR710,PNLTM,A,8000,Jet,Large,2,2760,90500,58.2
BR710,PNLTM,D,8000,Jet,Large,2,2760,90500,58.2
BR710,EPNL,A,5000,Jet,Large,2,2760,90500,58.4
BR710,EPNL,D,5000,Jet,Large,2,2760,90500,58.4
BR710,SEL,A,1830,Jet,Large,2,2760,90500,58.7
BR710,SEL,A,2000,Jet,Large,2,2760,90500,58.8
BR710,SEL,D,4000,Jet,Large,2,2760,90500,59.2
BR710,SEL,A,3000,Jet,Large,2,2760,90500,59.5
BR710,PNLTM,A,9000,Jet,Large,2,2760,90500,60.1
BR710,PNLTM,D,9000,Jet,Large,2,2760,90500,60.1
BR710,EPNL,A,6000,Jet,Large,2,2760,90500,60.5
BR710,EPNL,D,6000,Jet,Large,2,2760,90500,60.5
BR710,SEL,A,4000,Jet,Large,2,2760,90500,60.6
BR710,SEL,A,5000,Jet,Large,2,2760,90500,61.1
BR710,SEL,D,5000,Jet,Large,2,2760,90500,61.1
BR710,PNLTM,A,10000,Jet,Large,2,2760,90500,62
BR710,PNLTM,D,10000,Jet,Large,2,2760,90500,62
BR710,EPNL,A,7000,Jet,Large,2,2760,90500,62.6
BR710,EPNL,D,7000,Jet,Large,2,2760,90500,62.6
BR710,SEL,A,6000,Jet,Large,2,2760,90500,62.9
BR710,SEL,D,6000,Jet,Large,2,2760,90500,62.9
BR710,PNLTM,A,11000,Jet,Large,2,2760,90500,63.7
BR710,PNLTM,D,11000,Jet,Large,2,2760,90500,63.7
BR710,EPNL,A,8000,Jet,Large,2,2760,90500,64.6
BR710,EPNL,D,8000,Jet,Large,2,2760,90500,64.6
BR710,SEL,A,7000,Jet,Large,2,2760,90500,64.7
BR710,SEL,D,7000,Jet,Large,2,2760,90500,64.7
BR710,PNLTM,A,12000,Jet,Large,2,2760,90500,65.4
BR710,PNLTM,D,12000,Jet,Large,2,2760,90500,65.4
BR710,SEL,A,8000,Jet,Large,2,2760,90500,66.4
BR710,SEL,D,8000,Jet,Large,2,2760,90500,66.4
BR710,EPNL,A,9000,Jet,Large,2,2760,90500,66.6
BR710,EPNL,D,9000,Jet,Large,2,2760,90500,66.6
BR710,PNLTM,A,12900,Jet,Large,2,2760,90500,66.9
BR710,PNLTM,D,12900,Jet,Large,2,2760,90500,66.9
BR710,SEL,A,9000,Jet,Large,2,2760,90500,68.1
BR710,SEL,D,9000,Jet,Large,2,2760,90500,68.1
BR710,EPNL,A,10000,Jet,Large,2,2760,90500,68.5
BR710,EPNL,D,10000,Jet,Large,2,2760,90500,68.5
BR710,SEL,A,10000,Jet,Large,2,2760,90500,69.8
BR710,SEL,D,10000,Jet,Large,2,2760,90500,69.8
BR710,EPNL,A,11000,Jet,Large,2,2760,90500,70.4
BR710,EPNL,D,11000,Jet,Large,2,2760,90500,70.4
BR710,SEL,A,11000,Jet,Large,2,2760,90500,71.5
BR710,SEL,D,11000,Jet,Large,2,2760,90500,71.5
BR710,EPNL,A,12000,Jet,Large,2,2760,90500,72.3
BR710,EPNL,D,12000,Jet,Large,2,2760,90500,72.3
BR710,SEL,A,12000,Jet,Large,2,2760,90500,73.1
BR710,SEL,D,12000,Jet,Large,2,2760,90500,73.1
BR710,EPNL,A,12900,Jet,Large,2,2760,90500,73.9
BR710,EPNL,D,12900,Jet,Large,2,2760,90500,73.9
BR710,SEL,A,12900,Jet,Large,2,2760,90500,74.5
BR710,SEL,D,12900,Jet,Large,2,2760,90500,74.5
AL502R,LAmax,A,1600,Jet,Large,4,3770,93000,42.3
AL502R,LAmax,D,1600,Jet,Large,4,3770,93000,42.3
AL502R,PNLTM,A,1600,Jet,Large,4,3770,93000,48.5
AL502R,PNLTM,D,1600,Jet,Large,4,3770,93000,48.5
AL502R,LAmax,A,5200,Jet,Large,4,3770,93000,54.3
AL502R,LAmax,D,5200,Jet,Large,4,3770,93000,54.3
AL502R,EPNL,A,1600,Jet,Large,4,3770,93000,56.7
AL502R,EPNL,D,1600,Jet,Large,4,3770,93000,56.7
AL502R,SEL,A,1600,Jet,Large,4,3770,93000,58.7
AL502R,SEL,D,1600,Jet,Large,4,3770,93000,58.7
AL502R,PNLTM,A,5200,Jet,Large,4,3770,93000,62.7
AL502R,PNLTM,D,5200,Jet,Large,4,3770,93000,62.7
AL502R,SEL,A,5200,Jet,Large,4,3770,93000,70.3
AL502R,SEL,D,5200,Jet,Large,4,3770,93000,70.3
AL502R,EPNL,A,5200,Jet,Large,4,3770,93000,70.9
AL502R,EPNL,D,5200,Jet,Large,4,3770,93000,70.9
TAY620,LAmax,A,3372,Jet,Large,2,4560,95000,46.9
TAY620,LAmax,D,4496,Jet,Large,2,4560,95000,48
TAY620,LAmax,A,5620,Jet,Large,2,4560,95000,50.3
TAY620,PNLTM,A,3372,Jet,Large,2,4560,95000,53.6
TAY620,PNLTM,D,4496,Jet,Large,2,4560,95000,54.1
TAY620,PNLTM,A,5620,Jet,Large,2,4560,95000,57.9
TAY620,EPNL,A,3372,Jet,Large,2,4560,95000,61.8
TAY620,SEL,A,3372,Jet,Large,2,4560,95000,61.8
TAY620,EPNL,D,4496,Jet,Large,2,4560,95000,62.3
TAY620,SEL,D,4496,Jet,Large,2,4560,95000,62.9
TAY620,LAmax,D,13489,Jet,Large,2,4560,95000,63.6
TAY620,SEL,A,5620,Jet,Large,2,4560,95000,65.2
TAY620,EPNL,A,5620,Jet,Large,2,4560,95000,66.1
TAY620,PNLTM,D,13489,Jet,Large,2,4560,95000,72.1
TAY620,SEL,D,13489,Jet,Large,2,4560,95000,78.5
